number,code,name,"full name"
1262,1FA83,boomerang,"boomerang; australia; boomerang; rebound; repercussion"
1263,1F3F9,"bow and arrow","bow and arrow; archer; arrow; bow; bow and arrow; sagittarius; zodiac"
1264,1F6E1,shield,"shield; shield; weapon"
1265,1FA9A,"carpentry saw","carpentry saw; carpenter; carpentry saw; lumber; saw; tool"
1266,1F527,wrench,"wrench; spanner; tool; wrench"
1267,1FA9B,screwdriver,"screwdriver; screw; screwdriver; tool"
1268,1F529,"nut and bolt","nut and bolt; bolt; nut; nut and bolt; tool"
1269,2699,gear,"gear; cog; cogwheel; gear; tool"
1270,1F5DC,clamp,"clamp; clamp; compress; tool; vice"
1271,2696,"balance scale","balance scale; balance; justice; libra; scale; zodiac"
1272,1F9AF,"white cane","white cane; accessibility; blind; white cane"
1273,1F517,link,"link; link"
1274,26D3,chains,"chains; chain; chains"
1275,1FA9D,hook,"hook; catch; crook; curve; ensnare; hook; selling point"
1276,1F9F0,toolbox,"toolbox; chest; mechanic; tool; toolbox"
1277,1F9F2,magnet,"magnet; attraction; horseshoe; magnet; magnetic"
1278,1FA9C,ladder,"ladder; climb; ladder; rung; step"
1279,2697,alembic,"alembic; alembic; chemistry; tool"
1280,1F9EA,"test tube","test tube; chemist; chemistry; experiment; lab; science; test tube"
1281,1F9EB,"petri dish","petri dish; bacteria; biologist; biology; culture; lab; petri dish"
1282,1F9EC,dna,"dna; biologist; dna; evolution; gene; genetics; life"
1283,1F52C,microscope,"microscope; microscope; science; tool"
1284,1F52D,telescope,"telescope; science; telescope; tool"
1285,1F4E1,"satellite antenna","satellite antenna; antenna; dish; satellite"
1286,1F489,syringe,"syringe; medicine; needle; shot; sick; syringe"
1287,1FA78,"drop of blood","drop of blood; bleed; blood donation; drop of blood; injury; medicine; menstruation"
1288,1F48A,pill,"pill; doctor; medicine; pill; sick"
1289,1FA79,"adhesive bandage","adhesive bandage; adhesive bandage; bandage"
1290,1FA7A,stethoscope,"stethoscope; doctor; heart; medicine; stethoscope"
1291,1F6AA,door,"door; door"
1292,1F6D7,elevator,"elevator; accessibility; elevator; hoist; lift"
1293,1FA9E,mirror,"mirror; mirror; reflection; reflector; speculum"
1294,1FA9F,window,"window; frame; fresh air; opening; transparent; view; window"
1295,1F6CF,bed,"bed; bed; hotel; sleep"
1296,1F6CB,"couch and lamp","couch and lamp; couch; couch and lamp; hotel; lamp"
1297,1FA91,chair,"chair; chair; seat; sit"
1298,1F6BD,toilet,"toilet; toilet"
1299,1FAA0,plunger,"plunger; force cup; plumber; plunger; suction; toilet"
1300,1F6BF,shower,"shower; shower; water"
1301,1F6C1,bathtub,"bathtub; bath; bathtub"
1302,1FAA4,"mouse trap","mouse trap; bait; mouse trap; mousetrap; snare; trap"
1303,1FA92,razor,"razor; razor; sharp; shave"
1304,1F9F4,"lotion bottle","lotion bottle; lotion; lotion bottle; moisturizer; shampoo; sunscreen"
1305,1F9F7,"safety pin","safety pin; diaper; punk rock; safety pin"
1306,1F9F9,broom,"broom; broom; cleaning; sweeping; witch"
1307,1F9FA,basket,"basket; basket; farming; laundry; picnic"
1308,1F9FB,"roll of paper","roll of paper; paper towels; roll of paper; toilet paper"
1309,1FAA3,bucket,"bucket; bucket; cask; pail; vat"
1310,1F9FC,soap,"soap; bar; bathing; cleaning; lather; soap; soapdish"
1311,1FAA5,toothbrush,"toothbrush; bathroom; brush; clean; dental; hygiene; teeth; toothbrush"
1312,1F9FD,sponge,"sponge; absorbing; cleaning; porous; sponge"
1313,1F9EF,"fire extinguisher","fire extinguisher; extinguish; fire; fire extinguisher; quench"
1314,1F6D2,"shopping cart","shopping cart; cart; shopping; trolley"
1315,1F6AC,cigarette,"cigarette; cigarette; smoking"
1316,26B0,coffin,"coffin; coffin; death"
1317,1FAA6,headstone,"headstone; cemetery; grave; graveyard; headstone; tombstone"
1318,26B1,"funeral urn","funeral urn; ashes; death; funeral; urn"
1319,1F5FF,moai,"moai; face; moai; moyai; statue"
1320,1FAA7,placard,"placard; demonstration; picket; placard; protest; sign"
1321,1F3E7,"atm sign","atm sign; atm; atm sign; automated; bank; teller"
1322,1F6AE,"litter in bin sign","litter in bin sign; litter; litter bin; litter in bin sign"
1323,1F6B0,"potable water","potable water; drinking; potable; water"
1324,267F,"wheelchair symbol","wheelchair symbol; access; wheelchair symbol"
1325,1F6B9,"men’s room","men’s room; lavatory; man; men’s room; restroom; wc"
1326,1F6BA,"women’s room","women’s room; lavatory; restroom; wc; woman; women’s room"
1327,1F6BB,restroom,"restroom; lavatory; restroom; wc"
1328,1F6BC,"baby symbol","baby symbol; baby; baby symbol; changing"
1329,1F6BE,"water closet","water closet; closet; lavatory; restroom; water; wc"
1330,1F6C2,"passport control","passport control; control; passport"
1331,1F6C3,customs,"customs; customs"
1332,1F6C4,"baggage claim","baggage claim; baggage; claim"
1333,1F6C5,"left luggage","left luggage; baggage; left luggage; locker; luggage"
1334,26A0,warning,"warning; warning"
1335,1F6B8,"children crossing","children crossing; child; children crossing; crossing; pedestrian; traffic"
1336,26D4,"no entry","no entry; entry; forbidden; no; not; prohibited; traffic"
1337,1F6AB,prohibited,"prohibited; entry; forbidden; no; not; prohibited"
1338,1F6B3,"no bicycles","no bicycles; bicycle; bike; forbidden; no; no bicycles; prohibited"
1339,1F6AD,"no smoking","no smoking; forbidden; no; not; prohibited; smoking"
1340,1F6AF,"no littering","no littering; forbidden; litter; no; no littering; not; prohibited"
1341,1F6B1,"non-potable water","non-potable water; non-drinking; non-potable; water"
1342,1F6B7,"no pedestrians","no pedestrians; forbidden; no; no pedestrians; not; pedestrian; prohibited"
1343,1F4F5,"no mobile phones","no mobile phones; cell; forbidden; mobile; no; no mobile phones; phone"
1344,1F51E,"no one under eighteen","no one under eighteen; 18; age restriction; eighteen; no one under eighteen; prohibited; underage"
1345,2622,radioactive,"radioactive; radioactive; sign"
1346,2623,biohazard,"biohazard; biohazard; sign"
1347,2B06,"up arrow","up arrow; arrow; cardinal; direction; north; up arrow"
1348,2197,"up-right arrow","up-right arrow; arrow; direction; intercardinal; northeast; up-right arrow"
1349,27A1,"right arrow","right arrow; arrow; cardinal; direction; east; right arrow"
1350,2198,"down-right arrow","down-right arrow; arrow; direction; down-right arrow; intercardinal; southeast"
1351,2B07,"down arrow","down arrow; arrow; cardinal; direction; down; south"
1352,2199,"down-left arrow","down-left arrow; arrow; direction; down-left arrow; intercardinal; southwest"
1353,2B05,"left arrow","left arrow; arrow; cardinal; direction; left arrow; west"
1354,2196,"up-left arrow","up-left arrow; arrow; direction; intercardinal; northwest; up-left arrow"
1355,2195,"up-down arrow","up-down arrow; arrow; up-down arrow"
1356,2194,"left-right arrow","left-right arrow; arrow; left-right arrow"
1357,21A9,"right arrow curving left","right arrow curving left; arrow; right arrow curving left"
1358,21AA,"left arrow curving right","left arrow curving right; arrow; left arrow curving right"
1359,2934,"right arrow curving up","right arrow curving up; arrow; right arrow curving up"
1360,2935,"right arrow curving down","right arrow curving down; arrow; down; right arrow curving down"
1361,1F503,"clockwise vertical arrows","clockwise vertical arrows; arrow; clockwise; clockwise vertical arrows; reload"
1362,1F504,"counterclockwise arrows button","counterclockwise arrows button; anticlockwise; arrow; counterclockwise; counterclockwise arrows button; withershins"
1363,1F519,"back arrow","back arrow; arrow; back; back arrow"
1364,1F51A,"end arrow","end arrow; arrow; end; end arrow"
1365,1F51B,"on! arrow","on! arrow; arrow; mark; on; on! arrow"
1366,1F51C,"soon arrow","soon arrow; arrow; soon; soon arrow"
1367,1F51D,"top arrow","top arrow; arrow; top; top arrow; up"
1368,1F6D0,"place of worship","place of worship; place of worship; religion; worship"
1369,269B,"atom symbol","atom symbol; atheist; atom; atom symbol"
1370,1F549,om,"om; hindu; om; religion"
1371,2721,"star of david","star of david; david; jew; jewish; religion; star; star of david"
1372,2638,"wheel of dharma","wheel of dharma; buddhist; dharma; religion; wheel; wheel of dharma"
1373,262F,"yin yang","yin yang; religion; tao; taoist; yang; yin"
1374,271D,"latin cross","latin cross; christian; cross; latin cross; religion"
1375,2626,"orthodox cross","orthodox cross; christian; cross; orthodox cross; religion"
1376,262A,"star and crescent","star and crescent; islam; muslim; religion; star and crescent"
1377,262E,"peace symbol","peace symbol; peace; peace symbol"
1378,1F54E,menorah,"menorah; candelabrum; candlestick; menorah; religion"
1379,1F52F,"dotted six-pointed star","dotted six-pointed star; dotted six-pointed star; fortune; star"
1380,2648,aries,"aries; aries; ram; zodiac"
1381,2649,taurus,"taurus; bull; ox; taurus; zodiac"
1382,264A,gemini,"gemini; gemini; twins; zodiac"
1383,264B,cancer,"cancer; cancer; crab; zodiac"
1384,264C,leo,"leo; leo; lion; zodiac"
1385,264D,virgo,"virgo; virgo; zodiac"
1386,264E,libra,"libra; balance; justice; libra; scales; zodiac"
1387,264F,scorpio,"scorpio; scorpio; scorpion; scorpius; zodiac"
1388,2650,sagittarius,"sagittarius; archer; sagittarius; zodiac"
1389,2651,capricorn,"capricorn; capricorn; goat; zodiac"
1390,2652,aquarius,"aquarius; aquarius; bearer; water; zodiac"
1391,2653,pisces,"pisces; fish; pisces; zodiac"
1392,26CE,ophiuchus,"ophiuchus; bearer; ophiuchus; serpent; snake; zodiac"
1393,1F500,"shuffle tracks button","shuffle tracks button; arrow; crossed; shuffle tracks button"
1394,1F501,"repeat button","repeat button; arrow; clockwise; repeat; repeat button"
1395,1F502,"repeat single button","repeat single button; arrow; clockwise; once; repeat single button"
1396,25B6,"play button","play button; arrow; play; play button; right; triangle"
1398,23ED,"next track button","next track button; arrow; next scene; next track; next track button; triangle"
1399,23EF,"play or pause button","play or pause button; arrow; pause; play; play or pause button; right; triangle"
1400,25C0,"reverse button","reverse button; arrow; left; reverse; reverse button; triangle"
1401,23EA,"fast reverse button","fast reverse button; arrow; double; fast reverse button; rewind"
1402,23EE,"last track button","last track button; arrow; last track button; previous scene; previous track; triangle"
1403,1F53C,"upwards button","upwards button; arrow; button; red; upwards button"
1404,23EB,"fast up button","fast up button; arrow; double; fast up button"
1405,1F53D,"downwards button","downwards button; arrow; button; down; downwards button; red"
1406,23EC,"fast down button","fast down button; arrow; double; down; fast down button"
1407,23F8,"pause button","pause button; bar; double; pause; pause button; vertical"
1408,23F9,"stop button","stop button; square; stop; stop button"
1409,23FA,"record button","record button; circle; record; record button"
1410,23CF,"eject button","eject button; eject; eject button"
1411,1F3A6,cinema,"cinema; camera; cinema; film; movie"
1412,1F505,"dim button","dim button; brightness; dim; dim button; low"
1413,1F506,"bright button","bright button; bright; bright button; brightness"
1414,1F4F6,"antenna bars","antenna bars; antenna; antenna bars; bar; cell; mobile; phone"
1415,1F4F3,"vibration mode","vibration mode; cell; mobile; mode; phone; telephone; vibration"
1416,1F4F4,"mobile phone off","mobile phone off; cell; mobile; off; phone; telephone"
1417,2640,"female sign","female sign; female sign; woman"
1418,2642,"male sign","male sign; male sign; man"
1419,26A7,"transgender symbol","transgender symbol; transgender; transgender symbol"
1420,2716,multiply,"multiply; ×; cancel; multiplication; multiply; sign; x"
1421,2795,plus,"plus; +; math; plus; sign"
1422,2796,minus,"minus; -; −; math; minus; sign"
1423,2797,divide,"divide; ÷; division; math; sign"
1424,267E,infinity,"infinity; forever; infinity; unbounded; universal"
1425,203C,"double exclamation mark","double exclamation mark; !; !!; bangbang; double exclamation mark; exclamation; mark"
1426,2049,"exclamation question mark","exclamation question mark; !; !?; ?; exclamation; interrobang; mark; punctuation; question"
1427,2753,"question mark","question mark; ?; mark; punctuation; question"
1428,2754,"white question mark","white question mark; ?; mark; outlined; punctuation; question; white question mark"
1429,2755,"white exclamation mark","white exclamation mark; !; exclamation; mark; outlined; punctuation; white exclamation mark"
1430,2757,"exclamation mark","exclamation mark; !; exclamation; mark; punctuation"
1431,3030,"wavy dash","wavy dash; dash; punctuation; wavy"
1432,1F4B1,"currency exchange","currency exchange; bank; currency; exchange; money"
1433,1F4B2,"heavy dollar sign","heavy dollar sign; currency; dollar; heavy dollar sign; money"
1434,2695,"medical symbol","medical symbol; aesculapius; medical symbol; medicine; staff"
1435,267B,"recycling symbol","recycling symbol; recycle; recycling symbol"
1436,269C,fleur-de-lis,"fleur-de-lis; fleur-de-lis"
1437,1F531,"trident emblem","trident emblem; anchor; emblem; ship; tool; trident"
1438,1F4DB,"name badge","name badge; badge; name"
1439,1F530,"japanese symbol for beginner","japanese symbol for beginner; beginner; chevron; japanese; japanese symbol for beginner; leaf"
1440,2B55,"hollow red circle","hollow red circle; circle; hollow red circle; large; o; red"
1441,2705,"check mark button","check mark button; ✓; button; check; mark"
1442,2611,"check box with check","check box with check; ✓; box; check; check box with check"
1443,2714,"check mark","check mark; ✓; check; mark"
1444,274C,"cross mark","cross mark; ×; cancel; cross; mark; multiplication; multiply; x"
1445,274E,"cross mark button","cross mark button; ×; cross mark button; mark; square; x"
1446,27B0,"curly loop","curly loop; curl; curly loop; loop"
1447,27BF,"double curly loop","double curly loop; curl; double; double curly loop; loop"
1448,303D,"part alternation mark","part alternation mark; mark; part; part alternation mark"
1449,2733,"eight-spoked asterisk","eight-spoked asterisk; *; asterisk; eight-spoked asterisk"
1450,2734,"eight-pointed star","eight-pointed star; *; eight-pointed star; star"
1451,2747,sparkle,"sparkle; *; sparkle"
1452,00A9,copyright,"copyright; c; copyright"
1453,00AE,registered,"registered; r; registered"
1454,2122,"trade mark","trade mark; mark; tm; trade mark; trademark"
1455,0023-FE0F-20E3,"keycap: #","keycap: #; keycap"
1456,002A-FE0F-20E3,"keycap: *","keycap: *; keycap"
1457,0030-FE0F-20E3,"keycap: 0","keycap: 0; keycap"
1458,0031-FE0F-20E3,"keycap: 1","keycap: 1; keycap"
1459,0032-FE0F-20E3,"keycap: 2","keycap: 2; keycap"
1460,0033-FE0F-20E3,"keycap: 3","keycap: 3; keycap"
1461,0034-FE0F-20E3,"keycap: 4","keycap: 4; keycap"
1462,0035-FE0F-20E3,"keycap: 5","keycap: 5; keycap"
1463,0036-FE0F-20E3,"keycap: 6","keycap: 6; keycap"
1464,0037-FE0F-20E3,"keycap: 7","keycap: 7; keycap"
1465,0038-FE0F-20E3,"keycap: 8","keycap: 8; keycap"
1466,0039-FE0F-20E3,"keycap: 9","keycap: 9; keycap"
1467,1F51F,"keycap: 10","keycap: 10; keycap"
1468,1F520,"input latin uppercase","input latin uppercase; abcd; input; latin; letters; uppercase"
1469,1F521,"input latin lowercase","input latin lowercase; abcd; input; latin; letters; lowercase"
1470,1F522,"input numbers","input numbers; 1234; input; numbers"
1471,1F523,"input symbols","input symbols; 〒♪&%; input; input symbols"
1472,1F524,"input latin letters","input latin letters; abc; alphabet; input; latin; letters"
1473,1F170,"a button (blood type)","a button (blood type); a; a button (blood type); blood type"
1474,1F18E,"ab button (blood type)","ab button (blood type); ab; ab button (blood type); blood type"
1475,1F171,"b button (blood type)","b button (blood type); b; b button (blood type); blood type"
1476,1F191,"cl button","cl button; cl; cl button"
1477,1F192,"cool button","cool button; cool; cool button"
1478,1F193,"free button","free button; free; free button"
1479,2139,information,"information; i; information"
1480,1F194,"id button","id button; id; id button; identity"
1481,24C2,"circled m","circled m; circle; circled m; m"
1482,1F195,"new button","new button; new; new button"
1483,1F196,"ng button","ng button; ng; ng button"
1484,1F17E,"o button (blood type)","o button (blood type); blood type; o; o button (blood type)"
1485,1F197,"ok button","ok button; ok; ok button"
1486,1F17F,"p button","p button; p button; parking"
1487,1F198,"sos button","sos button; help; sos; sos button"
1488,1F199,"up! button","up! button; mark; up; up! button"
1489,1F19A,"vs button","vs button; versus; vs; vs button"
1490,1F201,"japanese “here” button","japanese “here” button; “here”; japanese; japanese “here” button; katakana; ココ"
1491,1F202,"japanese “service charge” button","japanese “service charge” button; “service charge”; japanese; japanese “service charge” button; katakana; サ"
1492,1F237,"japanese “monthly amount” button","japanese “monthly amount” button; “monthly amount”; ideograph; japanese; japanese “monthly amount” button; 月"
1493,1F236,"japanese “not free of charge” button","japanese “not free of charge” button; “not free of charge”; ideograph; japanese; japanese “not free of charge” button; 有"
1494,1F22F,"japanese “reserved” button","japanese “reserved” button; “reserved”; ideograph; japanese; japanese “reserved” button; 指"
1495,1F250,"japanese “bargain” button","japanese “bargain” button; “bargain”; ideograph; japanese; japanese “bargain” button; 得"
1496,1F239,"japanese “discount” button","japanese “discount” button; “discount”; ideograph; japanese; japanese “discount” button; 割"
1497,1F21A,"japanese “free of charge” button","japanese “free of charge” button; “free of charge”; ideograph; japanese; japanese “free of charge” button; 無"
1498,1F232,"japanese “prohibited” button","japanese “prohibited” button; “prohibited”; ideograph; japanese; japanese “prohibited” button; 禁"
1499,1F251,"japanese “acceptable” button","japanese “acceptable” button; “acceptable”; ideograph; japanese; japanese “acceptable” button; 可"
1500,1F238,"japanese “application” button","japanese “application” button; “application”; ideograph; japanese; japanese “application” button; 申"
1501,1F234,"japanese “passing grade” button","japanese “passing grade” button; “passing grade”; ideograph; japanese; japanese “passing grade” button; 合"
1502,1F233,"japanese “vacancy” button","japanese “vacancy” button; “vacancy”; ideograph; japanese; japanese “vacancy” button; 空"
1503,3297,"japanese “congratulations” button","japanese “congratulations” button; “congratulations”; ideograph; japanese; japanese “congratulations” button; 祝"
1504,3299,"japanese “secret” button","japanese “secret” button; “secret”; ideograph; japanese; japanese “secret” button; 秘"
1505,1F23A,"japanese “open for business” button","japanese “open for business” button; “open for business”; ideograph; japanese; japanese “open for business” button; 営"
1506,1F235,"japanese “no vacancy” button","japanese “no vacancy” button; “no vacancy”; ideograph; japanese; japanese “no vacancy” button; 満"
1507,1F534,"red circle","red circle; circle; geometric; red"
1508,1F7E0,"orange circle","orange circle; circle; orange"
1509,1F7E1,"yellow circle","yellow circle; circle; yellow"
1510,1F7E2,"green circle","green circle; circle; green"
1511,1F535,"blue circle","blue circle; blue; circle; geometric"
1512,1F7E3,"purple circle","purple circle; circle; purple"
1513,1F7E4,"brown circle","brown circle; brown; circle"
1514,26AB,"black circle","black circle; black circle; circle; geometric"
1515,26AA,"white circle","white circle; circle; geometric; white circle"
1516,1F7E5,"red square","red square; red; square"
1517,1F7E7,"orange square","orange square; orange; square"
1518,1F7E8,"yellow square","yellow square; square; yellow"
1519,1F7E9,"green square","green square; green; square"
1520,1F7E6,"blue square","blue square; blue; square"
1521,1F7EA,"purple square","purple square; purple; square"
1522,1F7EB,"brown square","brown square; brown; square"
1523,2B1B,"black large square","black large square; black large square; geometric; square"
1524,2B1C,"white large square","white large square; geometric; square; white large square"
1525,25FC,"black medium square","black medium square; black medium square; geometric; square"
1526,25FB,"white medium square","white medium square; geometric; square; white medium square"
1527,25FE,"black medium-small square","black medium-small square; black medium-small square; geometric; square"
1528,25FD,"white medium-small square","white medium-small square; geometric; square; white medium-small square"
1529,25AA,"black small square","black small square; black small square; geometric; square"
1530,25AB,"white small square","white small square; geometric; square; white small square"
1531,1F536,"large orange diamond","large orange diamond; diamond; geometric; large orange diamond; orange"
1532,1F537,"large blue diamond","large blue diamond; blue; diamond; geometric; large blue diamond"
1533,1F538,"small orange diamond","small orange diamond; diamond; geometric; orange; small orange diamond"
1534,1F539,"small blue diamond","small blue diamond; blue; diamond; geometric; small blue diamond"
1535,1F53A,"red triangle pointed up","red triangle pointed up; geometric; red; red triangle pointed up"
1536,1F53B,"red triangle pointed down","red triangle pointed down; down; geometric; red; red triangle pointed down"
1537,1F4A0,"diamond with a dot","diamond with a dot; comic; diamond; diamond with a dot; geometric; inside"
1538,1F518,"radio button","radio button; button; geometric; radio"
1539,1F533,"white square button","white square button; button; geometric; outlined; square; white square button"
1540,1F532,"black square button","black square button; black square button; button; geometric; square"
1541,1F3C1,"chequered flag","chequered flag; checkered; chequered; chequered flag; racing"
1542,1F6A9,"triangular flag","triangular flag; post; triangular flag"
1543,1F38C,"crossed flags","crossed flags; celebration; cross; crossed; crossed flags; japanese"
1544,1F3F4,"black flag","black flag; black flag; waving"
1545,1F3F3,"white flag","white flag; waving; white flag"
1546,1F3F3-FE0F-200D-1F308,"rainbow flag","rainbow flag; pride; rainbow; rainbow flag"
1547,1F3F3-FE0F-200D-26A7-FE0F,"transgender flag","transgender flag; flag; light blue; pink; transgender; white"
1548,1F3F4-200D-2620-FE0F,"pirate flag","pirate flag; jolly roger; pirate; pirate flag; plunder; treasure"
1549,1F1E6-1F1E8,"ascension island","ascension island; flag"
1550,1F1E6-1F1E9,andorra,"andorra; flag"
1551,1F1E6-1F1EA,"united arab emirates","united arab emirates; flag"
1552,1F1E6-1F1EB,afghanistan,"afghanistan; flag"
1553,1F1E6-1F1EC,"antigua & barbuda","antigua & barbuda; flag"
1554,1F1E6-1F1EE,anguilla,"anguilla; flag"
1555,1F1E6-1F1F1,albania,"albania; flag"
1556,1F1E6-1F1F2,armenia,"armenia; flag"
1557,1F1E6-1F1F4,angola,"angola; flag"
1558,1F1E6-1F1F6,antarctica,"antarctica; flag"
1559,1F1E6-1F1F7,argentina,"argentina; flag"
1560,1F1E6-1F1F8,"american samoa","american samoa; flag"
1561,1F1E6-1F1F9,austria,"austria; flag"
1562,1F1E6-1F1FA,australia,"australia; flag"
1563,1F1E6-1F1FC,aruba,"aruba; flag"
1564,1F1E6-1F1FD,"åland islands","åland islands; flag"
1565,1F1E6-1F1FF,azerbaijan,"azerbaijan; flag"
1566,1F1E7-1F1E6,"bosnia & herzegovina","bosnia & herzegovina; flag"
1567,1F1E7-1F1E7,barbados,"barbados; flag"
1568,1F1E7-1F1E9,bangladesh,"bangladesh; flag"
1569,1F1E7-1F1EA,belgium,"belgium; flag"
1570,1F1E7-1F1EB,"burkina faso","burkina faso; flag"
1571,1F1E7-1F1EC,bulgaria,"bulgaria; flag"
1572,1F1E7-1F1ED,bahrain,"bahrain; flag"
1573,1F1E7-1F1EE,burundi,"burundi; flag"
1574,1F1E7-1F1EF,benin,"benin; flag"
1575,1F1E7-1F1F1,"st. barthélemy","st. barthélemy; flag"
1576,1F1E7-1F1F2,bermuda,"bermuda; flag"
1577,1F1E7-1F1F3,brunei,"brunei; flag"
1578,1F1E7-1F1F4,bolivia,"bolivia; flag"
1579,1F1E7-1F1F6,"caribbean netherlands","caribbean netherlands; flag"
1580,1F1E7-1F1F7,brazil,"brazil; flag"
1581,1F1E7-1F1F8,bahamas,"bahamas; flag"
1582,1F1E7-1F1F9,bhutan,"bhutan; flag"
1583,1F1E7-1F1FB,"bouvet island","bouvet island; flag"
1584,1F1E7-1F1FC,botswana,"botswana; flag"
1585,1F1E7-1F1FE,belarus,"belarus; flag"
1586,1F1E7-1F1FF,belize,"belize; flag"
1587,1F1E8-1F1E6,canada,"canada; flag"
1588,1F1E8-1F1E8,"cocos (keeling) islands","cocos (keeling) islands; flag"
1589,1F1E8-1F1E9,"congo - kinshasa","congo - kinshasa; flag"
1590,1F1E8-1F1EB,"central african republic","central african republic; flag"
1591,1F1E8-1F1EC,"congo - brazzaville","congo - brazzaville; flag"
1592,1F1E8-1F1ED,switzerland,"switzerland; flag"
1593,1F1E8-1F1EE,"côte d’ivoire","côte d’ivoire; flag"
1594,1F1E8-1F1F0,"cook islands","cook islands; flag"
1595,1F1E8-1F1F1,chile,"chile; flag"
1596,1F1E8-1F1F2,cameroon,"cameroon; flag"
1597,1F1E8-1F1F3,china,"china; flag"
1598,1F1E8-1F1F4,colombia,"colombia; flag"
1599,1F1E8-1F1F5,"clipperton island","clipperton island; flag"
1600,1F1E8-1F1F7,"costa rica","costa rica; flag"
1601,1F1E8-1F1FA,cuba,"cuba; flag"
1602,1F1E8-1F1FB,"cape verde","cape verde; flag"
1603,1F1E8-1F1FC,curaçao,"curaçao; flag"
1604,1F1E8-1F1FD,"christmas island","christmas island; flag"
1605,1F1E8-1F1FE,cyprus,"cyprus; flag"
1606,1F1E8-1F1FF,czechia,"czechia; flag"
1607,1F1E9-1F1EA,germany,"germany; flag"
1608,1F1E9-1F1EC,"diego garcia","diego garcia; flag"
1609,1F1E9-1F1EF,djibouti,"djibouti; flag"
1610,1F1E9-1F1F0,denmark,"denmark; flag"
1611,1F1E9-1F1F2,dominica,"dominica; flag"
1612,1F1E9-1F1F4,"dominican republic","dominican republic; flag"
1613,1F1E9-1F1FF,algeria,"algeria; flag"
1614,1F1EA-1F1E6,"ceuta & melilla","ceuta & melilla; flag"
1615,1F1EA-1F1E8,ecuador,"ecuador; flag"
1616,1F1EA-1F1EA,estonia,"estonia; flag"
1617,1F1EA-1F1EC,egypt,"egypt; flag"
1618,1F1EA-1F1ED,"western sahara","western sahara; flag"
1619,1F1EA-1F1F7,eritrea,"eritrea; flag"
1620,1F1EA-1F1F8,spain,"spain; flag"
1621,1F1EA-1F1F9,ethiopia,"ethiopia; flag"
1622,1F1EA-1F1FA,"european union","european union; flag"
1623,1F1EB-1F1EE,finland,"finland; flag"
1624,1F1EB-1F1EF,fiji,"fiji; flag"
1625,1F1EB-1F1F0,"falkland islands","falkland islands; flag"
1626,1F1EB-1F1F2,micronesia,"micronesia; flag"
1627,1F1EB-1F1F4,"faroe islands","faroe islands; flag"
1628,1F1EB-1F1F7,france,"france; flag"
1629,1F1EC-1F1E6,gabon,"gabon; flag"
1630,1F1EC-1F1E7,"united kingdom","united kingdom; flag"
1631,1F1EC-1F1E9,grenada,"grenada; flag"
1632,1F1EC-1F1EA,georgia,"georgia; flag"
1633,1F1EC-1F1EB,"french guiana","french guiana; flag"
1634,1F1EC-1F1EC,guernsey,"guernsey; flag"
1635,1F1EC-1F1ED,ghana,"ghana; flag"
1636,1F1EC-1F1EE,gibraltar,"gibraltar; flag"
1637,1F1EC-1F1F1,greenland,"greenland; flag"
1638,1F1EC-1F1F2,gambia,"gambia; flag"
1639,1F1EC-1F1F3,guinea,"guinea; flag"
1640,1F1EC-1F1F5,guadeloupe,"guadeloupe; flag"
1641,1F1EC-1F1F6,"equatorial guinea","equatorial guinea; flag"
1642,1F1EC-1F1F7,greece,"greece; flag"
1643,1F1EC-1F1F8,"south georgia & south sandwich islands","south georgia & south sandwich islands; flag"
1644,1F1EC-1F1F9,guatemala,"guatemala; flag"
1645,1F1EC-1F1FA,guam,"guam; flag"
1646,1F1EC-1F1FC,guinea-bissau,"guinea-bissau; flag"
1647,1F1EC-1F1FE,guyana,"guyana; flag"
1648,1F1ED-1F1F0,"hong kong sar china","hong kong sar china; flag"
1649,1F1ED-1F1F2,"heard & mcdonald islands","heard & mcdonald islands; flag"
1650,1F1ED-1F1F3,honduras,"honduras; flag"
1651,1F1ED-1F1F7,croatia,"croatia; flag"
1652,1F1ED-1F1F9,haiti,"haiti; flag"
1653,1F1ED-1F1FA,hungary,"hungary; flag"
1654,1F1EE-1F1E8,"canary islands","canary islands; flag"
1655,1F1EE-1F1E9,indonesia,"indonesia; flag"
1656,1F1EE-1F1EA,ireland,"ireland; flag"
1657,1F1EE-1F1F1,israel,"israel; flag"
1658,1F1EE-1F1F2,"isle of man","isle of man; flag"
1659,1F1EE-1F1F3,india,"india; flag"
1660,1F1EE-1F1F4,"british indian ocean territory","british indian ocean territory; flag"
1661,1F1EE-1F1F6,iraq,"iraq; flag"
1662,1F1EE-1F1F7,iran,"iran; flag"
1663,1F1EE-1F1F8,iceland,"iceland; flag"
1664,1F1EE-1F1F9,italy,"italy; flag"
1665,1F1EF-1F1EA,jersey,"jersey; flag"
1666,1F1EF-1F1F2,jamaica,"jamaica; flag"
1667,1F1EF-1F1F4,jordan,"jordan; flag"
1668,1F1EF-1F1F5,japan,"japan; flag"
1669,1F1F0-1F1EA,kenya,"kenya; flag"
1670,1F1F0-1F1EC,kyrgyzstan,"kyrgyzstan; flag"
1671,1F1F0-1F1ED,cambodia,"cambodia; flag"
1672,1F1F0-1F1EE,kiribati,"kiribati; flag"
1673,1F1F0-1F1F2,comoros,"comoros; flag"
